实体,出现次数
stateless support,1
QDL mode,1
Motorola Solutions,1
Solutions,1
TETRA,1
MTP3xxx,1
MTP85xx,1
SW5-012,1
MELF0410,1
LG MELF0410,1
I2C touchscreen,1
LG MELF0410 I2C touchscreen,1
HID hyperv,1
RGB backlight,1
G510 keyboards,1
gaming keys,1
LCD backlight,1
LCD backlight control,1
Windows Precision Touchpad,1
Precision Touchpad,1
gaming keyboards,1
G15 v2,1
MT-B protocol,1
MT-B,1
ILI2117,1
ILI2117 support,1
key support,1
touchscreen platform data,1
SCT101CTM,1
Schneider SCT101CTM,1
privacy screen,1
toggle keycode,1
hw_reset,1
MOTU UltraLite,1
unit descriptor validation,1
probe error,1
buggy descriptor,1
buggy,1
validator,1
wm8994,1
MCLK clock rate,1
TAS2562,1
arndale,1
WM1811,1
PCM device,1
hotword,1
HDMI jack support,1
earpiece,1
component driver,1
tas2770,1
smart PA,1
Slew time,1
Slew,1
Slew time control,1
ALC controls,1
ADAU7118,1
8 Channel,1
switch controls,1
Bass Speaker,1
Bass,1
fixed dac,1
ALC283,1
shutup,1
bass,1
automatic runtime pm,1
AMD HDMI,1
AMD HDMI codecs,1
newer AMD display audio,1
HP ProBook 645 G4,1
HP ProBook 645,1
NVIDIA codecs,1
non-acomp codecs,1
DP-MST jack,1
Intel DSP,1
probe code,1
sound timer,1
audio data,1
HW sound card,1
aloop device,1
timer source,1
gmac4+,1
Split Header support,1
DWMAC 4.10,1
4.10,1
16KB buffer size,1
ARFS,1
RFE type 3,1
type 3,1
deep PS mode,1
power tracking,1
thermal value,1
power indexes,1
RF output power,1
output power,1
physical layer information,1
CLKREQ,1
beamformee,1
beamformee support,1
bluetooth co-existence,1
single antenna,1
TX performance,1
RTL8117,1
request_firmware,1
RTL8153A,1
RTL8153A support,1
macpassthru,1
ThinkPad Thunderbolt 3 Dock Gen 2,1
M88E1111,1
88E1145,1
PHY tunable,1
PHY versions,1
tunable support,1
TI dp83869,1
phy dp83869,1
dp83869 phy,1
PHYS,1
HW state machine,1
state machine info,1
ibss,1
periodic output,1
QSFP EEPROM,1
EMADs,1
ToS (DSCP) header rewrite,1
mlx5 netfilter,1
netfilter flowtable,1
flowtable hardware offload,1
mixed matcher,1
matcher,1
scan req cmd,1
ver 12,1
scan req,1
ver 13,1
D0I3_END_CMD,1
D0I3,1
new version,1
tx/rx antennas,1
monitor dumping,1
user trigger,1
domain changing,1
rx sgl,1
set-fec,1
5/10 MHz,1
stream control transmission protocol,1
stream control transmission protocol (SCTP),1
CRC checksum,1
SCTP CRC checksum,1
stream control transmission protocol (SCTP) CRC checksum,1
i2c eeprom,1
DCBNL support,1
maximum per-queue bit rate,1
per-queue bit rate,1
bit rate,1
transmit queues,1
tx-scatter-gather-fraglist,1
scatter-gather-fraglist,1
spoof check,1
spoof,1
spoof check setting,1
VF trust,1
cpsw switchdev,1
switchdev based driver,1
syscfg clock,1
Credit Based Shaper,1
Based,1
PHY-related ops,1
Time-Aware Scheduler,1
Time-Aware,1
PTP clock source,1
dsa ocelot,1
Vitesse Felix,1
Vitesse Felix switch,1
devlink resources,1
dropped frames,1
dpa_eth,1
MAC counters,1
MAC/PHY,1
QoS offload resources,1
FLOWC,1
FLOWC based QoS offload,1
ETHOFLD,1
hardware queue,1
TC-MATCHALL classifier,1
one shot mode,1
one shot,1
arbitration error,1
iflag1,1
OP-TEE API,1
tunnel decap,1
rewrite actions,1
Multi-Cos,1
Multi-Cos feature,1
RGMII_RXID,1
RXID,1
BCM2711 support,1
atlantic loopback tests,1
loopback tests,1
wake_phy,1
UDP GSO offload,1
physical identification,1
msglevel,1
msglevel configuration,1
MSA region dump,1
region dump,1
xo calibration,1
rf clock,1
doorbell recovery,1
iWARP doorbell recovery,1
doorbell overflow recovery,1
doorbell overflow,1
iw_cxgb3 module,1
btwilink,1
Qualcomm Bluetooth SoC WCN3991,1
BCM4334B0,1
BCM4334B0 UART,1
BCM4335A0,1
BCM4335A0 UART,1
TL-WN727N,1
v5.21,1
TP-Link TL-WN727N,1
TP-Link TL-WN727N v5.21,1
WF200,1
Silicon Labs WiFi chip,1
Silicon Labs WiFi chip WF200,1
WiFi chip,1
024c:0525,1
olpc_dcon,1
XO-1,1
remove_link,1
system calibration,1
100BaseVG,1
AnyLAN,1
100BaseVG AnyLAN,1
fb_seps525,1
SEPS525,1
Syncoam,1
LCD Controllers,1
multi-slice frames,1
multi-slice,1
sr_vendor,1
Beurer,1
GL50,1
Beurer GL50,1
CD-on-a-chip,1
GL50 evo,1
SFP Data,1
Exchange Port Data,1
Exchange Port,1
Exchange,1
local B2B-Credit,1
B2B-Credit,1
local SFP transceiver,1
TI wrapper,1
Cadence UFS IP,1
UFS IP,1
SHA3-256,1
Dual FCP-NVMe,1
FCP-NVMe,1
FC-AL,1
lpe32000,1
FA-WWN,1
Async Event,1
debugfs dumps,1
debugfs file structure,1
IOST cache,1
ITCT cache,1
debugfs dump count,1
phy down event,1
VPD pages,1
Spreadtrum SoCs,1
eFuse support,1
Rockchip OTP,1
temperature min,1
temperature max,1
min values,1
temperature min values,1
temperature max values,1
Annapurna Labs SATA controller,1
tsens-v1,1
G12 SoCs,1
thermal monitor unit,1
monitor unit,1
read_msr,1
hardware-reduced systems,1
screen brightness,1
UX434DA,1
Asus UX434DA,1
LID support,1
Crystal Cove,1
Cherry Trail Crystal Cove,1
Cherry Trail Crystal Cove PMIC OpRegion driver,1
PMIC OpRegion driver,1
EFI Specific Purpose Memory Support,1
Specific Purpose Memory Support,1
Specific Purpose,1
Memory Support,1
EFI 2.8 Specification,1
EFI 2.8,1
EFI_MEMORY_SP,1
specific purpose,1
memory attribute,1
reservation hint,1
attribute bit,1
vram-mm,1
vram-mm debugfs file,1
wled,1
QCOM wled,1
QCOM wled driver,1
Hyper-V host,1
vkms prime import,1
prime mmap support,1
Tegra 210,1
Tegra 186,1
Tegra 194,1
Adreno 510,1
GXL GXM,1
GXL G12A,1
GXM G12A,1
mipi_tx,1
partial crtc,1
output-color format,1
ACLK,1
ACLK rate,1
Dynamic Range,1
Mastering InfoFrame,1
Mastering,1
Dynamic Range and Mastering InfoFrame,1
analogix-anx78xx,1
anx78xx,1
immutable zpos plane properties,1
CNL PCH,1
CNL PCH ID,1
Intel Display State Buffer,1
Display State Buffer,1
HW programming,1
batch submit,1
second PCH ID,1
Intel CMP,1
Gen12+,1
Intel Jasper Lake PCH,1
fake lmem testing,1
lmem,1
performance query,1
OA stream,1
DP HDR,1
DP HDR outputs,1
pcie speed,1
width info,1
navi1x,1
pcie width,1
full ras,1
asic type,1
dpm clock,1
Dali,1
Refresh,1
Self,1
psr state,1
VCN2.5,1
Arcturus VCN,1
VCN encode,1
Arcturus VCN encode,1
Arcturus EEPROM,1
CI/VI,1
CI/VI asics,1
Content Protection,1
DC HDCP 1.4,1
Renoir GPU,1
lazy unmapping,1
GEM VRAM,1
GEM VRAM buffers,1
timeline value,1
last submitted timeline value,1
16x16 block format,1
vector drivers,1
Loadable BPF,1
TLB Miss,1
TLB Flush,1
Jump Label patching,1
Jump Label,1
stack dump size,1
XIP kernel support,1
invalid yields,1
yields,1
per-frame invalidation,1
native clint access,1
clint,1
M-mode,1
flat image loader,1
flat image,1
nommu support,1
SECCOMP_FILTER,1
OpenSSL/CRYPTOGAMS,1
optimized implementation,1
32r2,1
MIPS32 eBPF,1
MIPS32 eBPF JIT,1
CFUCFG,1
CFUCFG&CSR,1
Loongson-3A R4,1
SGI Octane,1
Octane,1
VP id,1
single stepping capability,1
Protected Execution Framework,1
spe-xts,1
ibmdrc-info,1
ibmdrc-info property,1
balloon compaction,1
isolate notifier,1
32-bit BookE,1
Freescale / NXP,1
32-bit BookE machines,1
CMDLINE_EXTEND,1
bootloader kernel arguments,1
locked down,1
bare metal,1
metal,1
assembler symbols,1
VNIC_ENV,1
internal rq counter bits,1
rq counter,1
counter bits,1
Ingress rate,1
rate support,1
bulk allocation,1
flow counter acquisition,1
flow counter,1
BlueField-2,1
software backchannel,1
backchannel,1
HV VHCA stats,1
RDMA RX,1
RX RoCE,1
RoCE Steering,1
mlx5 RDMA RX,1
RDMA RX RoCE,1
RX RoCE Steering,1
mlx5 RDMA RX RoCE,1
RDMA RX RoCE Steering,1
mlx5 RDMA RX RoCE Steering,1
Steering Support,1
CREATE_PSV,1
DESTROY_PSV,1
devx,1
devx interface,1
en_netdev,1
VXLAN over VLAN,1
PHYLINK support,1
MT7628/88,1
MT7628/88 SoC,1
MT88,1
MT7628 SoC,1
MT88 SoC,1
IWLWIFI_PCIE_RTPM,1
RTPM,1
antenna gain,1
per-platform,1
single antenna diversity,1
ionic driver,1
ethernet device,1
Pensando ethernet device,1
tx_csum,1
media autosense,1
i350,1
link partner advertising,1
Dynamic Device Personalization,1
Dynamic Device Personalization package,1
DDP package,1
lib/firmware,1
Rx drops,1
port level,1
Persistent LLDP,1
X710 device,1
drop mode,1
tx process,1
link change event,1
ethtool_ops.set_channels,1
device utilization,1
H/W events,1
mdio bus driver,1
PCIe MDIO endpoint,1
testing reset,1
DPNI,1
DPNI statistics,1
DPNI statistics counters,1
CANFD FD frames,1
FD frames,1
tcan4x5x driver,1
f81601,1
Fintek F81601,1
F81601,1
m_can platform framework,1
m_can platform,1
Kvaser PCIEcan,1
PCIEcan devices,1
MV88E6220,1
RXNFC,1
RXNFC support,1
MV88E6250,1
MV88E6250 family,1
port 5,1
ksz9567,1
KSZ9477 I2C driver,1
Microchip KSZ8795,1
tc-taprio offload,1
adapter health,1
GRO_HW,1
BCM4345C5,1
AR92XX,1
pci(e),1
flexfb,1
fbtft_device,1
vpfe driver,1
media/bcm2048,1
bcm2048,1
qlogic,1
drivers/net/ethernet/qlogic/qlge/,1
drivers/staging/qlge/,1
drivers/staging,1
drivers/net/ethernet/qlogic/qlge,1
csc/scaler,1
mem2mem device,1
greybus core,1
drivers/greybus,1
sgiioc4,1
sgiioc4 driver,1
Get LBA Status,1
controller devices,1
simple polling,1
NVM Express pci,1
Apple 2018 controllers,1
Apple 2018,1
2018+ models,1
2018+,1
Apple 2018+ models,1
TOS configuration,1
fiberhome,1
fiberhome controller,1
vsep,1
exposure order,1
gigabyte controller,1
20 Gbps,1
MEMORY MOVE Tool,1
MOVE,1
MEMORY MOVE,1
Tool box,1
Lane margin,1
PCIe Lane margin,1
Lane,1
dynamic unbounded SGL lists,1
G7 hardware,1
sequence level error recovery,1
sequence level,1
MDS driver,1
loopback diagnostics,1
MDS driver loopback diagnostics,1
HW cache,1
snapshot HW cache,1
snapshot AXI,1
snapshot RAS register,1
built-int self test,1
built-in self test,1
test support,1
frozen,1
sysfs 'frozen' attribute,1
ndctl,1
sgi-agp,1
gm12u320,1
Grain Media,1
GM12U320,1
ddc adapters,1
connector's sysfs directory,1
connector sysfs directory,1
nspire,1
TI nspire,1
TI nspire panels,1
Sharp LD-D5116Z01B,1
Sharp LD-D5116Z01B panel,1
LQ070Y3DG3B,1
Sharp LQ070Y3DG3B,1
Ortustech,1
COM37H3M,1
Ortustech COM37H3M,1
Ortustech COM37H3M panel,1
panel jh057n00900,1
RM67191,1
Raydium RM67191,1
Toppoly TD043MTEA1,1
TD043MTEA1,1
Toppoly TD043MTEA1 panel,1
TD028TTEC1,1
Toppoly TD028TTEC1,1
Toppoly TD028TTEC1 panel,1
ACX565AKM,1
Sony ACX565AKM,1
Sony ACX565AKM panel,1
Sharp LS037V7DW01,1
LS037V7DW01,1
Sharp LS037V7DW01 panel,1
NL8048HL11,1
NEC NL8048HL11,1
NEC NL8048HL11 panel,1
LG Philips LB035Q02,1
LB035Q02,1
LG Philips,1
NT39016,1
Novatek NT39016,1
plane properties,1
ddc symlink,1
per-fd address space,1
Per-fd,1
GPU features,1
features register,1
8-bit serial bus,1
Sharp panels,1
imx-tve,1
imx-ldb,1
softpin,1
per-process address spaces,1
async commit,1
cursor updates,1
msm msm8998,1
msm8998 display,1
msm msm8998 display,1
Evicition priority,1
Evicition,1
Eviction,1
plane zpos,1
color management,1
display color management,1
i915_emon_status,1
emon_status,1
hotplug retry,1
auto mode,1
GTT cache,1
i915 DSI properties,1
tigerlake platform,1
initial tigerlake platform support,1
AMDGPU RAS,1
AMDGPU RAS support,1
wipe memory,1
wipe,1
release flag,1
buffer creation,1
Navi12 + Arcturus,1
power features,1
Navi12 support,1
Arcturus support,1
content_type,1
HDCP2,1
HDCP state,1
HSDK platform,1
Big Endian,1
generic DMA coherent remap allocator,1
coherent remap allocator,1
remap allocator,1
call0,1
call0 ABI,1
SGI SN2 platform,1
SGI UV simulator,1
UV simulator,1
hpsim platform,1
hpsim,1
kprobes on ftrace,1
assembly implementations,1
strcat,1
legacy tap support,1
legacy tap,1
Unix socket transports,1
Unix socket,1
bess transport,1
bess,1
virtio vhost-user,1
R8000,1
R8000 CPU,1
R5432,1
R5432 CPU,1
R4300,1
R4300 CPU,1
R6200,1
Netgear R6200,1
Netgear R6200 V1,1
32-bit huge page,1
partial 32-bit huge page support,1
TX NAPI,1
Output Queue,1
Output Queue scanning,1
Output completions,1
cpum_sf,1
bpf line info,1
serialnr,1
mkvps,1
CEX7S,1
exploitation support,1
CIPHER,1
AES CIPHER,1
cipher key,1
IBM z15 machines,1
VMCALL,1
VMMCALL,1
IA32_UMWAIT_CONTROL,1
UMWAIT,1
direct tlb flush,1
direct tlb flush support,1
HW events,1
Tremontx,1
v1.02,1
V1.00,1
L3 cache events,1
Comet Lake CPU,1
Comet Lake CPU support,1
Jasper Lake PCH,1
buffer interface,1
msu-sink,1
msu buffer,1
crypto xts,1
scalar assembler,1
assembler implementations,1
platform pmc_atom,1
pmc_atom,1
SIMATIC IPC227E,1
IPC227E,1
critclk_systems,1
critclk,1
Primebook,1
Trekstor Primebook C11B,1
Trekstor Primebook C11B 2-in-1,1
Chuwi Surbook Mini,1
Surbook,1
Surbook Mini,1
Chuwi Surbook Mini tablet,1
Irbis TW90,1
TW90,1
UX430UNR,1
Zenbook UX430UNR,1
PrivacyGuard,1
ThinkPad PrivacyGuard,1
platform hp_accel,1
ZBook 17 G5,1
HP ZBook 17 G5,1
cros_ec_chardev,1
poll handler,1
MKBP events,1
X86_FEATURE_MFENCE_RDTSC,1
MFENCE,1
RDTSC,1
MPX APIs,1
Transactional Synchronization Extensions,1
speculative side channel attack,1
side channel,1
AVX512_VP2INTERSECT,1
CPU instruction,1
instruction group,1
UMIP emulation,1
UMIP spoofing,1
generic dma coherent remap allocator,1
eeh_dev_break,1
EEH check,1
tlbie instruction,1
tlbie,1
PPC_ELFNOTE_CAPABILITIES,1
ELFNOTE,1
ELF note,1
kernel capabilities,1
Firmware-Assisted Dump,1
Assisted,1
Secure Virtual Machine,1
translation cache,1
crypto aes,1
kexec_file,1
rng-seed support,1
KASAN_SHADOW_OFFSET,1
SHADOW_OFFSET,1
exynos-chipid driver,1
RELR relocations,1
52-bit kernel VAs,1
kernel VAs,1
52-bit userspace VA code,1
52-bit userspace,1
userspace VA code,1
VA code,1
tagged user pointers,1
user pointers,1
New ABI,1
ARM Cortex-A76,1
ARM Neoverse N1,1
Qualcomm Kryo,1
Static funnel,1
Static funnel support,1
PSCI CPUidle driver,1
debug-ll,1
r7s9210,1
UNWINDER_FRAME_POINTER,1
FRAME_POINTER,1
fennec board,1
fennec,1
Armada 3720,1
open source router platform,1
Leez RK3399 P710,1
Leez,1
P710,1
RK3399 P710,1
Mecer Xtreme Mini S6,1
Mecer,1
Xtreme,1
mini PC,1
RK3229,1
Chromebox Mini,1
Chromebox,1
Chromebase Mini,1
Chromebase,1
commercial settings,1
digital signage,1
signage,1
Fievel,1
Aspeed BMC chips,1
OpenBMC project,1
OpenBMC,1
Facebook Minipack,1
Minipack,1
Wedge100,1
Wedge40,1
Lenovo Hr855xg2,1
Hr855xg2,1
Amlogic SM1,1
Khadas VIM3,1
VIM3,1
VIM3L,1
SEI Robotics SEI610,1
SEI610,1
Freeway,1
product line,1
NXP i.MX8M Nano,1
Einfochips i.MX8QXP AI_ML,1
AI_ML,1
SolidRun Hummingboard Pulse,1
Hummingboard Pulse,1
Boundary Devices i.MX8MQ Nitrogen8M,1
Nitrogen8M,1
TechNexion PICO-PI-IMX8M-DEV,1
PICO-PI-IMX8M-DEV,1
Kontron i.MX6UL N6310 SoM,1
N6310,1
PHYTEC phyBOARD-Segin SoM,1
Zodiac Inflight Innovations i.MX7 RMU2,1
RMU2,1
i.MX SoC family,1
Hummingboard,1
Pulse baseboard,1
low-end V3s chip,1
TV set-top box,1
Olimex A64-Olinuxino,1
A64-Olinuxino,1
wireless network router chip,1
wireless network,1
reference board implementation,1
Asus NovaGo TP370QL,1
NovaGo,1
TP370QL,1
HP Envy X2,1
Lenovo Miix 630,1
Miix,1
sdm850,1
Samsung Galaxy A3,1
Samsung Galaxy A5,1
Longcheer L8150,1
L8150,1
Android One 2nd gen,1
Android One,1
Wileyfox Swift,1
Wileyfox,1
Snapdragon 855,1
high-end phone platform,1
phone platform,1
external 5G modem,1
Qualcomm SM8150 MTP reference platform,1
MTP reference platform,1
Qualcomm SM8150 MTP,1
W90x900,1
IOP33x,1
IOP13xx,1
TI Davinci,1
NXP LPC32xx,1
ARCH_MULTIPLATFORM,1
MULTIPLATFORM,1
ARMv5 platforms,1
hash-based indexing scheme,1
indexing scheme,1
routing table lookup helper,1
lookup helper,1
loopback device tracking,1
asconf,1
per endpoint auth,1
asconf flags,1
RDS6_INFO_SOCKETS,1
RDS6,1
INFO_SOCKETS,1
RDS6_INFO_RECV_MESSAGES,1
INFO_RECV_MESSAGES,1
global multicast filter,1
OGMv2,1
per-interface queue,1
aggregations,1
can gw,1
CAN FD frames,1
SAE J1939 protocol,1
J1939,1
SAE J1939,1
non init_net net namespaces,1
common iWARP query port,1
credit waits,1
field debugging,1
Infiniband/RDMA iser,1
Fast Advertising Interval,1
Interval,1
utilizing,1
64bit rate,1
peakrate,1
small fq_codel,1
fq_codel optimizations,1
Energy Detect Powerdown,1
tag code,1
region destroy,1
host-joined mdb entries,1
aging out,1
normal entries,1
drop packet monitor,1
offloaded data paths,1
EDMG channel,1
EDMG,1
Wireless HE mesh,1
Wireless HE,1
HE mesh,1
ADDBA_EXT,1
ADDBA_EXT responder,1
HE TX,1
HE TX rate,1
TX rate,1
HE TX rate reporting,1
standard 802.11ax D4.0,1
D4.0,1
Wireless Association,1
fwd offload,1
dup offload,1
meta matches,1
nft_dynset,1
delete operation,1
bitwise operation,1
VLAN information,1
indr-block architecture,1
indr-block,1
nft_synproxy,1
stateful object,1
quota extension,1
RFC7710,1
Captive Portal Identifier,1
Captive Portal,1
Portal Identifier,1
RAW sockets,1
tcp_mtu_probe_floor,1
TCP MTU probing,1
lossy connections,1
peer's advertised receive window,1
advertised receive window,1
out-of-order packet reception,1
packet reception,1
receive-heavy sockets,1
out-of-order delivery,1
NetBSD TCP_INFO,1
acpi.sleep_no_lps0,1
sleep_no_lps0,1
ACPI LPS0,1
_DSM functions,1
thread flag,1
Runtime Configuration Interface,1
Runtime Configuration,1
Configuration Interface,1
haltpoll cpuidle driver,1
haltpoll,1
guest-side polling,1
guest-side,1
/sys/class/wakeup/wakeup<ID>/,1
wakeup<ID>,1
/sys/class/wakeup/wakeup<ID>,1
suspend stats,1
kernel lockdown,1
fs notifications,1
dnotify,1
Appended signatures,1
IMA appraisal,1
Power servers,1
ELF binary,1
scripts/sign-file tool,1
signature format,1
signed kernel modules,1
OpenPOWER secure boot,1
OpenPOWER,1
signature appended,1
appended,1
IMA extended attribute,1
NETLINK_CRYPTO,1
wrapper template,1
ESSIV generation,1
CAESAR competition,1
CAESAR,1
competition,1
aegis128l,1
aegis128,1
aegis256,1
vfio/type1,1
type1,1
iova list,1
vfio iommu,1
iova ranges,1
ioctl capability chains,1
capability chains,1
valid iova ranges,1
LBR callstack,1
Collect,1
switch-off,1
switch-on/switch-off events,1
--switch-on,1
--switch-off,1
AUX snapshot,1
plurals,1
frozen maps,1
net attach/detach command,1
Compile Once - Run Everywhere,1
Compile Once,1
Run Everywhere,1
redistributable BPF binaries,1
BTF info,1
/sys/kernel/btf,1
kernel's main BTF,1
/sys/kernel/btf/vmlinux,1
kernel modules' BTFs,1
/sys/kernel/btf/<module-name>,1
<module-name>,1
parentage chain,1
parentage,1
state pruning,1
bpf(),1
BTF ids,1
BPF xdp,1
hashed index,1
BPF flow_dissector,1
input flags,1
BPF flow dissector program,1
multiprobes,1
RAID1/RAID10,1
last device,1
data corruption,1
layout confusion,1
parameter structure,1
root hash,1
pkcs#7,1
Trusted Boot,1
UEFI Secureboot,1
Secureboot,1
technologies,1
dm-clone,1
arbitrary block devices,1
request operation,1
per-device weight interfaces,1
IO cgroup controller,1
IO workloads,1
hours,1
power-of-two,1
sla*b allocator,1
sla*b,1
debugging functions,1
generic top-down mmap layout,1
mmap layout,1
pgtables,1
OOM message,1
dump_page,1
memory corruption report,1
corruption report,1
out-of-bound,1
bound,1
invalid-access,1
early allocations,1
slab subsystem,1
memory pool,1
robust,1
huge PMD,1
Transparent Huge Page faults,1
pre-5.3 kernels,1
pre-5.3,1
5.3 kernel,1
executable code,1
non-shmem files,1
foreign inode flushing,1
pathological cases,1
split queue,1
global OOM's,1
Deprecate,1
global OOM,1
multiple parallel reclaimers,1
reclaimers,1
premature OOM kills,1
premature,1
OOM kills,1
gradual reclaim pressure,1
reclaim pressure,1
cliff behaviour,1
cliff,1
Throttle,1
memory.high limit,1
shrink file,1
root cache,1
global shrink file,1
madvise() flags,1
2048-byte spacing,1
spacing,1
VRS descriptors,1
4K media,1
filelayout,1
kerberos principal,1
principal,1
nfsdcld,1
file descriptor cache,1
READ,1
Btrfs Integrity checker,1
Integrity checker,1
root items,1
extent items,1
Automatic recovery,1
blacklisted filesystem session,1
automatic recovery,1
security.* xattrs,1
RCU pathwalk,1
dynamic state,1
ext4 inode,1
extent status cache,1
status cache,1
max smb3 requests,1
perf sensitive configurations,1
parallelizing,1
requesting leases,1
decryption keys,1
immutable share,1
mode bits,1
special sid,1
set-info,1
smb2 set-info commands,1
CIFS protocol,1
F2FS Casefolding,1
large directory modifications,1
free space searches,1
SUBDIRS,1
SUBDIRS support,1
lkdtm,1
Control Flow Integrity test,1
active swap files,1
swap partitions,1
stack trace statistics,1
list_for_each_entry_rcu,1
list_for_each_entry_rcu(),1
RCU CPU stall warning,1
CPU stall warning,1
interrupt spreading code,1
CPU counts,1
elf kernel images,1
binder state,1
interrupt threading,1
PREEMPT_RT - part 1,1
PREEMPT_RT - part,1
hr timers,1
PREEMPT_RT support,1
minimum timestamp limit,1
maximum timestamp limit,1
timestamp limit,1
integer overflow,1
time stamps,1
futimens(),1
utimensat(),1
utimes(),1
filesystem's supported limits,1
supported limits,1
Symbol Namespaces,1
